Date OS;Nature de prestation;Service bénéficiaire;Rubrique budgétaire;Fournisseur;type Frs;type de dépense;Montant dépens TTC;Service bénéficiair;type budget(I,F);délai d’exécution;délai réel d’exécution.
01/01/2018 0:00;Fourniture de consommable médical;POLYCLINIQUE MARRAKECH;Achats de fournitures & Consommable médical;PROMAMEC SARL;local;Marché Fournitures;131 328;POLYCLINIQUE MARRAKECH;Investissement;973;
01/01/2018 0:00;Fourniture de consommable médical;POLYCLINIQUE MARRAKECH;Achats de fournitures & Consommable médical;SOPARMA SARL;local;Marché Fournitures;180 703;POLYCLINIQUE MARRAKECH;Investissement;967;
01/01/2018 0:00;Acquisition du consommable médical;POLYCLINIQUE AGADIR;Achats de fournitures & Consommable médical;HEMOLAB PHARMA SA;local;Marché Fournitures;247 020;POLYCLINIQUE AGADIR;Investissement;1;
10/19/2017 00:00:00;Service;Siege;"Primes de publicité									";REGIE 3;local;Contrat Droit Commun;2 082 462;Siege;Investissement;0;
07/15/2017 00:00:00;Entretien et réparations des biens immobiliers ;Direction régionale RABAT SALE (DRRS);"Entretien et réparations des biens immobiliers									";BORIM SARL;local;Bon de commandes;32 388;Direction régionale RABAT SALE (DRRS);Investissement;0;
10/02/2017 0:00;Agencement et aménagement des constructions;Direction régionale CHAOUIA TADLA (DRCT);Agencements, techniques et aménagements divers;AMA STORE;local;Bon de commandes;49 911;Direction régionale CHAOUIA TADLA (DRCT);Investissement;0;
10/05/2017 0:00;Travaux;Direction régionale RABAT SALE (DRRS);Achats de travaux, études et prestations de service;Perfect.com;local;Bon de commandes;65 670;Direction régionale RABAT SALE (DRRS);Investissement;0;
10/23/2017 00:00:00;Service;Siege;Achats de travaux, études et prestations de service;DIORH;local;Marché Services;624 480;Siege;Investissement;0;
10/23/2017 00:00:00;Service;Siege;Achats de travaux, études et prestations de service;DIORH;local;Marché Services;624 480;Siege;Investissement;0;
09/08/2017 0:00;Acquisition du consommable médical;POLYCLINIQUE HAY HASSANI;Achats de fournitures & Consommable médical;LAPROPHAN;local;Bon de commandes;23 944;POLYCLINIQUE HAY HASSANI;Investissement;1;
10/20/2017 00:00:00;Publication;Siege;"Primes de publicité									";GROUPE ECO MEDIAS ATLANTIC RADIO;local;Contrat Droit Commun;530 400;Siege;Investissement;0;
02/01/2018 0:00;Achat de combustibles;Direction régionale KENITRA KHEMISSET (DRKK);Achats de combustibles;LARACHE MOHAMMED;local;Bon de commandes;8 900;Direction régionale KENITRA KHEMISSET (DRKK);Investissement;0;
10/23/2017 00:00:00;Publication;Siege;"Primes de publicité									";SW MEDIA SARL;local;Contrat Droit Commun;120 000;Siege;Investissement;1;
01/01/2018 0:00;Acquisition du consommable médical;POLYCLINIQUE MARRAKECH;Achats de fournitures & Consommable médical;MBSTS GROUPE;local;Marché Fournitures;164 994;POLYCLINIQUE MARRAKECH;Investissement;967;
12/08/2017 0:00;Réception et participation aux manifestations officielles;Siege;"Réception & participation aux manifestations officielles									";RAMA DIGILAB;local;Bon de commandes;6 000;Siege;Investissement;0;
01/01/2018 0:00;produits pharmaceutiques;POLYCLINIQUE ZIRAOUI;Achats Produits Pharmaceutiques & Laboratoires;SOTHEMA;local;Marché Fournitures;33 035;POLYCLINIQUE ZIRAOUI;Investissement;1 060;
01/01/2018 0:00;produits pharmaceutiques;POLYCLINIQUE ZIRAOUI;Achats Produits Pharmaceutiques & Laboratoires;HEMOLAB PHARMA SA;local;Marché Fournitures;4 805;POLYCLINIQUE ZIRAOUI;Investissement;1 060;
01/01/2018 0:00;Fourniture de produits pharmaceutiques;POLYCLINIQUE MARRAKECH;Achats Produits Pharmaceutiques & Laboratoires;SANOFI AVENTIS MAROC;local;Marché Fournitures;20 241;POLYCLINIQUE MARRAKECH;Investissement;3;
01/01/2018 0:00;Fourniture de produits pharmaceutiques;POLYCLINIQUE TANGER;Achats Produits Pharmaceutiques & Laboratoires;SOPHAFAS;local;Marché Fournitures;284 497;POLYCLINIQUE TANGER;Investissement;1;
02/20/2018 00:00:00;Achat de combustibles;Direction régionale RABAT SALE (DRRS);Achats de combustibles;VIVO ENERGIY MAROC;local;Bon de commandes;7 500;Direction régionale RABAT SALE (DRRS);Investissement;0;
02/01/2018 0:00;Entretien et réparations des biens immobiliers ;Direction régionale TANGER TETOUAN (DRTT);"Entretien et réparations des biens immobiliers									";STE  MILEC SARL;local;Bon de commandes;3 629;Direction régionale TANGER TETOUAN (DRTT);Investissement;0;
01/08/2018 0:00;Entretien et réparation des biens mobiliers;Direction régionale TANGER TETOUAN (DRTT);"Entretien et réparations des biens mobiliers									";BEN MOUSSA PIECES SARL;local;Bon de commandes;900;Direction régionale TANGER TETOUAN (DRTT);Investissement;0;
12/19/2017 00:00:00;Publication;Siege;"Primes de publicité									";SNRT;local;Contrat Droit Commun;120 295;Siege;Investissement;0;
01/01/2018 0:00;Acquisition du consommable médical;POLYCLINIQUE AGADIR;Achats de fournitures & Consommable médical;STERIFIL;local;Marché Fournitures;150 597;POLYCLINIQUE AGADIR;Investissement;942;
09/25/2017 00:00:00;Entretien et réparation des biens mobiliers;Direction régionale AIN SEBAA HAY MOHAMMADI (DRASHM);"Entretien et réparations des biens mobiliers									";RENAULT COMMERCE MAROC;local;Bon de commandes;1 214;Direction régionale AIN SEBAA HAY MOHAMMADI (DRASHM);Investissement;0;
10/11/2017 0:00;Réception et participation aux manifestations officielles;Direction régionale CHAOUIA TADLA (DRCT);"Réception & participation aux manifestations officielles									";NRG BUSINESS;local;Contrat Droit Commun;1 694;Direction régionale CHAOUIA TADLA (DRCT);Investissement;0;
10/17/2017 00:00:00;Publication;Siege;"Primes de publicité									";MED RADIO;local;Contrat Droit Commun;1 182 384;Siege;Investissement;0;
01/01/2018 0:00;Acquisition du consommable médical;POLYCLINIQUE AGADIR;Achats de fournitures & Consommable médical;MBSTS GROUPE;local;Marché Fournitures;77 976;POLYCLINIQUE AGADIR;Investissement;942;
01/05/2018 0:00;Service;POLYCLINIQUE ZIRAOUI;Achats de travaux, études et prestations de service;COMMANDOS SECURITE;local;Marché Services;749 596;POLYCLINIQUE ZIRAOUI;Investissement;1 095;
01/01/2018 0:00;Fourniture de consommable et réactifs de laboratoire;POLYCLINIQUE ZIRAOUI;Achats Produits Pharmaceutiques & Laboratoires;ESPACE BIOLOGIE;local;Marché Fournitures;20 741;POLYCLINIQUE ZIRAOUI;Investissement;0;
03/19/2018 00:00:00;Achat de combustibles;Direction régionale RABAT SALE (DRRS);Achats de combustibles;VIVO ENERGIY MAROC;local;Bon de commandes;7 500;Direction régionale RABAT SALE (DRRS);Investissement;0;
03/20/2018 00:00:00;Réception et participation aux manifestations officielles;Direction régionale CHAOUIA TADLA (DRCT);"Réception & participation aux manifestations officielles									";TOP CLASS ESPRESSO;local;Bon de commandes;1 184;Direction régionale CHAOUIA TADLA (DRCT);Investissement;0;
01/01/2018 0:00;Traitement des déchets hospitaliers;POLYCLINIQUE OUJDA;Achats de travaux, études et prestations de service;SAISS ENVIRONNEMENT;local;Marché Services;156 480;POLYCLINIQUE OUJDA;Investissement;0;
09/20/2017 00:00:00;Formation;Siege;"Formation									";TMIS;local;Marché Services;96 000;Siege;Investissement;0;
02/29/2016 00:00:00;Formation;Siege;"Formation									";FORINFO;local;Marché Services;183 600;Siege;Investissement;0;
07/31/2017 00:00:00;Documentation générale;Direction régionale RABAT SALE (DRRS);"Documentation générale									";PAPETERIE TABACS LA RUCHE;local;Bon de commandes;740;Direction régionale RABAT SALE (DRRS);Investissement;0;
03/21/2017 00:00:00;Agencement et aménagement des constructions;Direction régionale CASA ANFA (DRCA);Agencements et aménagements des constructions;CETMAB;local;Marché Travaux;101 302;Direction régionale CASA ANFA (DRCA);Investissement;30;
03/20/2017 00:00:00;Agencement et aménagement des constructions;Direction régionale CASA ANFA (DRCA);Agencements et aménagements des constructions;CETMAB;local;Marché Travaux;101 302;Direction régionale CASA ANFA (DRCA);Investissement;30;
09/01/2017 0:00;Achat de combustibles;Direction régionale CHAOUIA TADLA (DRCT);Achats de combustibles;VIVO ENERGIY MAROC;local;Bon de commandes;7 698;Direction régionale CHAOUIA TADLA (DRCT);Investissement;0;
10/09/2017 0:00;Acquisition de fournitures électriques;Siege;Achat de petit outillage et de petit équipement;STCFO;local;Bon de commandes;136 800;Siege;Investissement;0;
10/16/2017 00:00:00;Réception et participation aux manifestations officielles;Siege;"Réception & participation aux manifestations officielles									";EL ASRY BRAHIM;local;Bon de commandes;206;Siege;Investissement;1;
01/01/2018 0:00;Acquisition du Mobilier médical;POLYCLINIQUE AGADIR;Achats de fournitures & Consommable médical;STEPLUS S.A.R.L;local;Marché Fournitures;64 776;POLYCLINIQUE AGADIR;Investissement;942;
01/01/2018 0:00;Acquisition du consommable médical;POLYCLINIQUE AGADIR;Achats de fournitures & Consommable médical;PROPHARMA;local;Marché Fournitures;28 017;POLYCLINIQUE AGADIR;Investissement;942;
01/01/2018 0:00;Acquisition du consommable médical;POLYCLINIQUE AGADIR;Achats de fournitures & Consommable médical;PROPHARMA;local;Marché Fournitures;125 931;POLYCLINIQUE AGADIR;Investissement;942;
01/01/2018 0:00;Acquisition du consommable médical;POLYCLINIQUE SETTAT;Achats de fournitures & Consommable médical;MAGHREB OXYGENE;local;Marché Services;198 458;POLYCLINIQUE SETTAT;Investissement;3;
02/15/2018 00:00:00;ACQUISITION DE FOURNITURES DE BUREAU ET FOURNITURES INFORMATIQUESS;POLYCLINIQUE ZIRAOUI;Achat de fournitures de bureau;ASAYS BUREAU;local;Bon de commandes;106 587;POLYCLINIQUE ZIRAOUI;Investissement;0;
01/04/2015 0:00;Service;POLYCLINIQUE MARRAKECH;Achats de travaux, études et prestations de service;VICPROO SARL;local;Marché Services;4 961;POLYCLINIQUE MARRAKECH;Investissement;4;
01/09/2018 0:00;Publication;Siege;"Primes de publicité									";AWALMEDIA;local;Contrat Droit Commun;24 000;Siege;Investissement;1;
01/01/2018 0:00;Acquisition du consommable médical;POLYCLINIQUE HAY HASSANI;Achats de fournitures & Consommable médical;CLARITAS sarl;local;Marché Fournitures;67 788;POLYCLINIQUE HAY HASSANI;Investissement;1 046;
01/01/2018 0:00;produits pharmaceutiques;POLYCLINIQUE HAY HASSANI;Achats Produits Pharmaceutiques & Laboratoires;POLYMEDIC;local;Marché Fournitures;15 301;POLYCLINIQUE HAY HASSANI;Investissement;0;
09/28/2017 00:00:00;Entretien et réparation des biens mobiliers;Siege;"Entretien et réparations des biens mobiliers									";PNEUMATIQUE SOUSS;local;Bon de commandes;2 200;Siege;Investissement;0;
10/16/2017 00:00:00;Acquisition mobilier et materiel de bureau;Direction régionale CHAOUIA TADLA (DRCT);Mobilier de bureau;STE MAROC MOBILIER ;local;Marché Fournitures;78 384;Direction régionale CHAOUIA TADLA (DRCT);Investissement;0;
10/02/2017 0:00;Réception et participation aux manifestations officielles;Direction régionale CHAOUIA TADLA (DRCT);"Réception & participation aux manifestations officielles									";NRG BUSINESS;local;Contrat Droit Commun;1 694;Direction régionale CHAOUIA TADLA (DRCT);Investissement;0;
10/23/2017 00:00:00;Acquisition de fournitures informatiques;Siege;Achat de fournitures de bureau;NAVARA BURO;local;Bon de commandes;35 640;Siege;Investissement;0;
10/24/2017 00:00:00;Achat de combustibles;Siege;Achats de combustibles;La S.N.T.L;local;Contrat Droit Commun;250 000;Siege;Investissement;0;
12/01/2017 0:00;Acquisition de fournitures de bureau;Direction régionale CHAOUIA TADLA (DRCT);Achat de fournitures de bureau; STE BUREAUTIQUE FARIRE;local;Bon de commandes;22 236;Direction régionale CHAOUIA TADLA (DRCT);Investissement;0;
01/23/2018 00:00:00;Achat de combustibles;Direction régionale RABAT SALE (DRRS);Achats de combustibles;VIVO ENERGIY MAROC;local;Bon de commandes;7 500;Direction régionale RABAT SALE (DRRS);Investissement;0;
01/01/2018 0:00;Service;POLYCLINIQUE OUJDA;Achats de travaux, études et prestations de service;MARJANE NET;local;Marché Services;357 250;POLYCLINIQUE OUJDA;Investissement;1 095;
09/29/2017 00:00:00;Réception et participation aux manifestations officielles;Direction régionale RABAT SALE (DRRS);"Réception & participation aux manifestations officielles									";LE GRAND BUFFET SARL;local;Bon de commandes;1 848;Direction régionale RABAT SALE (DRRS);Investissement;0;
09/14/2017 00:00:00;Entretien et réparation des biens mobiliers;Direction régionale SIDI OTHMANE HAY HASSANI (DRSOHH);"Entretien et réparations des biens mobiliers									";SWIFT ISLAH;local;Bon de commandes;2 283;Direction régionale SIDI OTHMANE HAY HASSANI (DRSOHH);Investissement;0;
10/16/2017 00:00:00;installation technique,materiel et outillage;Direction régionale SIDI OTHMANE HAY HASSANI (DRSOHH);Autres installations techniques, matériel et outillage;M .R .S TRAVAUX S .A .R .L;local;Bon de commandes;58 800;Direction régionale SIDI OTHMANE HAY HASSANI (DRSOHH);Investissement;0;
10/17/2017 00:00:00;Acquisition de fournitures sanitaires;Direction régionale SIDI OTHMANE HAY HASSANI (DRSOHH);Achat de fournitures d'entretien;M .R .S TRAVAUX S .A .R .L;local;Bon de commandes;9 084;Direction régionale SIDI OTHMANE HAY HASSANI (DRSOHH);Investissement;0;
10/12/2017 0:00;installation technique,materiel et outillage;Direction régionale AIN SEBAA HAY MOHAMMADI (DRASHM);Installations techniques;STE MRS TRAVAUX SARL;local;Bon de commandes;7 560;Direction régionale AIN SEBAA HAY MOHAMMADI (DRASHM);Investissement;0;
01/05/2018 0:00;Service;Direction régionale CASA ANFA (DRCA);Achats de travaux, études et prestations de service;APPROCHE  SERVICES;local;Marché Services;346 680;Direction régionale CASA ANFA (DRCA);Investissement;1 096;
01/05/2018 0:00;Service;Direction régionale CASA ANFA (DRCA);Achats de travaux, études et prestations de service;E.D.S.N;local;Marché Travaux;494 208;Direction régionale CASA ANFA (DRCA);Investissement;1 096;
02/15/2018 00:00:00;Fournitures imprimés;POLYCLINIQUE ZIRAOUI;Achat de fournitures de bureau;CRYSTAL PRINT;local;Bon de commandes;123 582;POLYCLINIQUE ZIRAOUI;Investissement;0;
11/15/2016 00:00:00;Fourniture de produits pharmaceutiques;POLYCLINIQUE MARRAKECH;Achats Produits Pharmaceutiques & Laboratoires;RADIO ISOTOPE MEDITERRANEE;local;Marché Fournitures;35 952;POLYCLINIQUE MARRAKECH;Investissement;3;
01/01/2018 0:00;produits pharmaceutiques;POLYCLINIQUE HAY HASSANI;Achats Produits Pharmaceutiques & Laboratoires;LABORATOIRE STERIPHARMA;local;Marché Fournitures;36 969;POLYCLINIQUE HAY HASSANI;Investissement;0;
01/05/2018 0:00;Service;POLYCLINIQUE ZIRAOUI;Achats de travaux, études et prestations de service;EDSN SARL;local;Marché Services;285 120;POLYCLINIQUE ZIRAOUI;Investissement;1 095;
01/01/2018 0:00;Acquisition du consommable médical;POLYCLINIQUE ZIRAOUI;Achats de fournitures & Consommable médical;GAMA MED ;local;Marché Fournitures;187 176;POLYCLINIQUE ZIRAOUI;Investissement;1 075;
12/19/2017 00:00:00;Publication;Siege;"Primes de publicité									";REGIE 3;local;Contrat Droit Commun;484 704;Siege;Investissement;1;
02/28/2018 00:00:00;Acquisition de fournitures de bureau;Direction régionale AIN SEBAA HAY MOHAMMADI (DRASHM);Achat de fournitures de bureau;PROVEDIC;local;Bon de commandes;72 240;Direction régionale AIN SEBAA HAY MOHAMMADI (DRASHM);Investissement;0;
08/30/2017 00:00:00;Service;Siege;"Primes de publicité									";LA MAROCAINE DE RADIO ET DE BROADCAST (ASWAT);local;Contrat Droit Commun;497 028;Siege;Investissement;0;
01/01/2018 0:00;Acquisition du consommable médical;POLYCLINIQUE AGADIR;Achats de fournitures & Consommable médical;MBSTS GROUPE;local;Marché Fournitures;212 583;POLYCLINIQUE AGADIR;Investissement;942;
02/28/2018 00:00:00;Documentation générale;Direction régionale RABAT SALE (DRRS);"Documentation générale									";PAPETERIE TABACS LA RUCHE;local;Bon de commandes;355;Direction régionale RABAT SALE (DRRS);Investissement;0;
02/13/2018 00:00:00;Réparation et maintenance des équipements et des installations techniques ;POLYCLINIQUE DERB GHALEF;"Maintenance des agencements & installations techniques									";AXIOM CONCEPT;local;Bon de commandes;5 200;POLYCLINIQUE DERB GHALEF;Investissement;1;
09/14/2017 00:00:00;Réception et participation aux manifestations officielles;Direction régionale SIDI OTHMANE HAY HASSANI (DRSOHH);"Réception & participation aux manifestations officielles									";DANMIRO SERVICE;local;Bon de commandes;5 996;Direction régionale SIDI OTHMANE HAY HASSANI (DRSOHH);Investissement;0;
09/12/2017 0:00;Réception et participation aux manifestations officielles;Direction régionale RABAT SALE (DRRS);"Réception & participation aux manifestations officielles									";BLUE MAROC SARL;local;Bon de commandes;2 910;Direction régionale RABAT SALE (DRRS);Investissement;0;
07/27/2017 00:00:00;Acquisition de fournitures informatiques;Direction régionale FES-SAISS (DRFS);Achat de fournitures informatiques;MONDOFFICE;local;Bon de commandes;198 390;Direction régionale FES-SAISS (DRFS);Investissement;0;
10/05/2017 0:00;Achat de combustibles;Direction régionale RABAT SALE (DRRS);Achats de combustibles;VIVO ENERGIY MAROC;local;Bon de commandes;7 500;Direction régionale RABAT SALE (DRRS);Investissement;0;
09/25/2017 00:00:00;Agencement et aménagement des constructions;Direction régionale KENITRA KHEMISSET (DRKK);Agencements et aménagements des constructions;SAVRIM;local;Bon de commandes;35 820;Direction régionale KENITRA KHEMISSET (DRKK);Investissement;0;
11/10/2016 0:00;Service;Siege;"Primes de publicité									";FUTUR IMMEDIAT;local;Contrat Droit Commun;189 870;Siege;Investissement;0;
01/01/2018 0:00;Service;POLYCLINIQUE AGADIR;Achats de travaux, études et prestations de service;T  OZONE DASRI S.A.R.L;local;Marché Services;243 600;POLYCLINIQUE AGADIR;Investissement;180;
03/20/2018 00:00:00;Fourniture de produits pharmaceutiques;POLYCLINIQUE TANGER;Achats Produits Pharmaceutiques & Laboratoires;HEMOLAB PHARMA SA;local;Bon de commandes;17 500;POLYCLINIQUE TANGER;Investissement;0;
01/01/2018 0:00;Service;POLYCLINIQUE INARA;Achats de travaux, études et prestations de service;aquila securite;local;Marché Services;3 040;POLYCLINIQUE INARA;Investissement;0;
02/15/2018 00:00:00;Détergents et produits de nettoyage;POLYCLINIQUE ZIRAOUI;Achat de produits d'entretien;JC2A;local;Bon de commandes;52 952;POLYCLINIQUE ZIRAOUI;Investissement;0;
03/28/2018 00:00:00;Réception et participation aux manifestations officielles;Siege;Achat de produits d'entretien;EL ASRY BRAHIM;local;Bon de commandes;230;Siege;Investissement;1;
03/29/2018 00:00:00;Acquisition de fournitures informatiques;Siege;Achat de fournitures informatiques;XOS MAROC;local;Bon de commandes;229 200;Siege;Investissement;0;
04/03/2018 0:00;Entretien et réparations des biens immobiliers ;POLYCLINIQUE AGADIR;"Maintenance des agencements & installations techniques									";Sté S 2A;local;Bon de commandes;79 301;POLYCLINIQUE AGADIR;Investissement;30;
09/25/2017 00:00:00;Réception et participation aux manifestations officielles;Siege;"Réception & participation aux manifestations officielles									";EL ASRY BRAHIM;local;Bon de commandes;1 440;Siege;Investissement;1;
09/12/2017 0:00;installation technique,materiel et outillage;Direction régionale RABAT SALE (DRRS);"Maintenance des agencements & installations techniques									";SCHINDLER MAROC;local;Bon de commandes;28 200;Direction régionale RABAT SALE (DRRS);Investissement;0;
10/11/2017 0:00;Formation;Siege;"Formation									";VINCI ADVISORY GROUP;local;Contrat Droit Commun;196 258;Siege;Investissement;0;
01/31/2018 00:00:00;Produits pharmaceutiques et produits et matiéres premières pharmaceutiques;POLYCLINIQUE OUJDA;Achats Produits Pharmaceutiques & Laboratoires;DIAGNOSTIC SYSTEMS;local;Bon de commandes;40 056;POLYCLINIQUE OUJDA;Investissement;0;
02/12/2018 0:00;Réparation;POLYCLINIQUE DERB GHALEF;"Maintenance des agencements & installations techniques									";ERAMEDIC;local;Bon de commandes;99 120;POLYCLINIQUE DERB GHALEF;Investissement;1;
01/05/2018 0:00;Service;POLYCLINIQUE SETTAT;Achats de travaux, études et prestations de service;BERNEG;local;Marché Services;326 160;POLYCLINIQUE SETTAT;Investissement;1 095;
01/01/2018 0:00;Prestation de blanchissage;POLYCLINIQUE SIDI BERNOUSSI;Achats de travaux, études et prestations de service;INDUCLEAN ;local;Marché Services;323 946;POLYCLINIQUE SIDI BERNOUSSI;Investissement;1 012;
01/01/2018 0:00;Acquisition du consommable médical;POLYCLINIQUE ZIRAOUI;Achats de fournitures & Consommable médical;STERIFIL;local;Marché Fournitures;48 480;POLYCLINIQUE ZIRAOUI;Investissement;1 075;
03/07/2018 0:00;Réception et participation aux manifestations officielles;Direction régionale RABAT SALE (DRRS);"Réception & participation aux manifestations officielles									";SUPER-FLEURS ;local;Bon de commandes;1 500;Direction régionale RABAT SALE (DRRS);Investissement;0;
01/01/2018 0:00;Prestation de blanchissage;POLYCLINIQUE ZIRAOUI;Achats de travaux, études et prestations de service;BEN OMAR BLANCHISSERIE S.A.R.L;local;Marché Fournitures;359 910;POLYCLINIQUE ZIRAOUI;Investissement;1 002;
03/08/2018 0:00;Réception et participation aux manifestations officielles;Siege;"Entretien et réparations des biens mobiliers									";ITALCAR;local;Bon de commandes;6 747;Siege;Investissement;0;
09/25/2017 00:00:00;Entretien et réparations des biens immobiliers ;Siege;"Entretien et réparations des biens immobiliers									";OTIS MAROC;local;Bon de commandes;11 056;Siege;Investissement;0;
10/17/2017 00:00:00;Acquisition de fournitures de bureau;Direction régionale KENITRA KHEMISSET (DRKK);Achat de fournitures de bureau;LIBRAIRIE INFO LAMALIF SARL;local;Bon de commandes;6 540;Direction régionale KENITRA KHEMISSET (DRKK);Investissement;0;
10/23/2017 00:00:00;Installations techniques, Matériel et Outillage;Siege;"Maintenance des agencements & installations techniques									";NEOXIA MAROC;local;Bon de commandes;50 400;Siege;Investissement;0;
10/02/2017 0:00;Maintenance;Direction régionale CHAOUIA TADLA (DRCT);"Entretien et réparations des biens immobiliers									";COPY STAR NOUR SARL;local;Bon de commandes;13 020;Direction régionale CHAOUIA TADLA (DRCT);Investissement;0;
06/28/2016 00:00:00;ACQUISITION DE FOURNITURES DE BUREAU ET FOURNITURES INFORMATIQUESS;Siege;Achat de fournitures de bureau;AMAY BURO MAROC;local;Bon de commandes;288;Siege;Investissement;1;
03/01/2018 0:00;produits d'entretien;POLYCLINIQUE INARA;Achat de produits d'entretien;UNION PLASTIQUE MAROC;local;Bon de commandes;28 788;POLYCLINIQUE INARA;Investissement;15;
10/20/2017 00:00:00;Publication;Siege;"Primes de publicité									";MAROCADS.COM;local;Contrat Droit Commun;129 600;Siege;Investissement;0;
12/04/2017 0:00;Acquisition de Matériel informatique;Siege;Matériel informatique;NAVARA BURO;local;Marché Fournitures;6 039 682;Siege;Investissement;0;
10/03/2017 0:00;Acquisition de Matériel informatique;Siege;Matériel informatique;DEVINK;local;Marché Fournitures;472 080;Siege;Investissement;0;
10/09/2017 0:00;Acquisition de fournitures de bureau;Direction régionale SIDI OTHMANE HAY HASSANI (DRSOHH);Achat de fournitures de bureau;DIVA EQUIPEMENT;local;Bon de commandes;1 000;Direction régionale SIDI OTHMANE HAY HASSANI (DRSOHH);Investissement;0;
10/12/2017 0:00;Entretien et réparation des biens mobiliers;Direction régionale AIN SEBAA HAY MOHAMMADI (DRASHM);"Entretien et réparations des biens mobiliers									";GARAGE CALIFORNIA;local;Bon de commandes;1 320;Direction régionale AIN SEBAA HAY MOHAMMADI (DRASHM);Investissement;0;
11/01/2017 0:00;Entretien et réparations des biens immobiliers ;Direction régionale RABAT SALE (DRRS);Achats de travaux, études et prestations de service;REDAL;local;Bon de commandes;15 767;Direction régionale RABAT SALE (DRRS);Investissement;0;
10/12/2017 0:00;Acquisition de fournitures de bureau;Direction régionale AIN SEBAA HAY MOHAMMADI (DRASHM);Achat de fournitures de bureau;CHALI. COM ;local;Bon de commandes;21 480;Direction régionale AIN SEBAA HAY MOHAMMADI (DRASHM);Investissement;0;
01/01/2018 0:00;Fourniture de produits pharmaceutiques;POLYCLINIQUE MARRAKECH;Achats Produits Pharmaceutiques & Laboratoires;LAPROPHAN;local;Marché Fournitures;62 789;POLYCLINIQUE MARRAKECH;Investissement;375;
02/01/2018 0:00;Achat de combustibles;Direction régionale CHAOUIA TADLA (DRCT);Achats de combustibles;VIVO ENERGIY MAROC;local;Bon de commandes;9 150;Direction régionale CHAOUIA TADLA (DRCT);Investissement;0;
03/08/2018 0:00;ACQUISITION DE FOURNITURES DE BUREAU ET FOURNITURES INFORMATIQUESS;Siege;Achat de fournitures de bureau;AD PLUS;local;Bon de commandes;768;Siege;Investissement;0;
01/24/2018 00:00:00;Fourniture de combustibles (carbon, bois de chauffage,fuel,gaz);POLYCLINIQUE MARRAKECH;Achats de combustibles;AFRIQUIA GAZ;local;Bon de commandes;11 511;POLYCLINIQUE MARRAKECH;Investissement;0;
12/31/2016 00:00:00;Travaux d'impression;Siege;"Primes de publicité									";PAR 3 COMMUNICATION;local;Marché Services;336 480;Siege;Investissement;0;
09/20/2017 00:00:00;Réception et participation aux manifestations officielles;Direction régionale CHAOUIA TADLA (DRCT);"Réception & participation aux manifestations officielles									";STE DAY EVENT;local;Contrat Droit Commun;1 320;Direction régionale CHAOUIA TADLA (DRCT);Investissement;0;
11/08/2017 0:00;Installations techniques, Matériel et Outillage;Direction régionale SIDI OTHMANE HAY HASSANI (DRSOHH);Autres installations techniques, matériel et outillage;RT2S-INFO;local;Bon de commandes;21 000;Direction régionale SIDI OTHMANE HAY HASSANI (DRSOHH);Investissement;0;
11/01/2017 0:00;Acquisition de fournitures de bureau;Direction régionale RABAT SALE (DRRS);Achat de fournitures de bureau;ETABLISSEMENT OUAALIL;local;Bon de commandes;432;Direction régionale RABAT SALE (DRRS);Investissement;0;
11/20/2017 00:00:00;entretien et la maintenance du matriel informatique;Direction régionale SIDI OTHMANE HAY HASSANI (DRSOHH);Achat de petit outillage et de petit équipement;MR BRICOLAGE;local;Bon de commandes;2 154;Direction régionale SIDI OTHMANE HAY HASSANI (DRSOHH);Investissement;0;
10/06/2017 0:00;Fourniture de bureau;Direction régionale RABAT SALE (DRRS);Achat de fournitures de bureau;EQUIPEMENT BLKACEM;local;Bon de commandes;2 934;Direction régionale RABAT SALE (DRRS);Investissement;0;
04/05/2018 0:00;Travaux;Direction régionale AIN SEBAA HAY MOHAMMADI (DRASHM);Agencements et aménagements des constructions;STE HOFTRAD SARL;local;Bon de commandes;35 400;Direction régionale AIN SEBAA HAY MOHAMMADI (DRASHM);Investissement;0;
01/01/2018 0:00;Maintenance;POLYCLINIQUE INARA;"Maintenance des agencements & installations techniques									";EQUIHOS;local;Marché Services;96 000;POLYCLINIQUE INARA;Investissement;1 095;
04/05/2018 0:00;Entretien et réparation des biens mobiliers;Direction régionale SIDI OTHMANE HAY HASSANI (DRSOHH);"Maintenance des agencements & installations techniques									";SWIFT ISLAH;local;Bon de commandes;3 500;Direction régionale SIDI OTHMANE HAY HASSANI (DRSOHH);Investissement;0;
03/01/2018 0:00;Achat de combustibles;Direction régionale CHAOUIA TADLA (DRCT);Achats de combustibles;AFRIQUIA SMDC;local;Bon de commandes;10 198;Direction régionale CHAOUIA TADLA (DRCT);Investissement;0;
04/11/2018 0:00;Travaux;Direction régionale TANGER TETOUAN (DRTT);Agencements, techniques et aménagements divers;COMPUTER MORROCO SOLUTION ;local;Bon de commandes;44 918;Direction régionale TANGER TETOUAN (DRTT);Investissement;0;
03/30/2018 00:00:00;Location de matériel et de mobilier;POLYCLINIQUE MARRAKECH;Location et charges locatives;MEGA DIAGNOSTICS;local;Bon de commandes;99 750;POLYCLINIQUE MARRAKECH;Investissement;0;
01/01/2018 0:00;Acquisition du consommable médical;POLYCLINIQUE TANGER;Achats de fournitures & Consommable médical;STERIFIL;local;Marché Fournitures;358 352;POLYCLINIQUE TANGER;Investissement;0;
